FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
endlich,"いよいよ, 到頭, 果ては, ついに, ようやく, 有限の, ようよう, やっと, ついには, 有限個の, やっとこ, やっとのことで, やっとこさ, やっとこせ",,de-DE,ja-JP
Bedingungen,ターム,,de-DE,ja-JP
zusätzliche,その外の,,de-DE,ja-JP
Insel,"島, アイランド, 島皮質",,de-DE,ja-JP
Grad,"厚薄, 程合(い), 度, 度, 度, 度, 度, 品等, レート, 階, 階, 次数, 域, 等級, 第…, グレード, 位, 等差, 程度, 程度, 程, 度合(い), 等位, 段級",,de-DE,ja-JP
Täter,"下手人, 違犯者, 実行者, 加害者, 正犯者, 行為者, 凶行者, 犯人, 解死人, とが人, 実行犯, 犯行者",,de-DE,ja-JP
Webseite,"ウェブ･ペイジ, ウェブ･ページ, インターネット・サイト",,de-DE,ja-JP
Heimat,"故国, 里, 古里, 本家本元, 産地, 故山, 郷国, 旧里, えんそう, 国元, 故郷, 関山, 生息地, 郷関, {田舎}, 家郷, 在所, ホーム･タウン, 郷土, 郷, 郷里, ハイマート, 国, 本場, 発生地, 家山",,de-DE,ja-JP
Vergangenheit,"往者, 旧時, 来し方, 素性, 経歴, 前世, 前身, いにしえ, 既往, 在りし日, 閲歴, 過去, 前, 前, 来し方, 往事, 前世, 前生, いわく, いわく, 過去時制, 種姓",,de-DE,ja-JP
Paris,"パリ, パリス",,de-DE,ja-JP
Dinge,"事物, 訳, 事共",,de-DE,ja-JP
Bericht,"記, 調書, 報告文, 報知, 申(し)入(れ), レポート, 記事, レポ, 報告, 会報, 記載, 答申, リポート, 申告書, 答申案, 紀要, 通報, 通信, 上そ",,de-DE,ja-JP
Hannover,"ハノーヴァー, ハノーバー, ハノーファー",,de-DE,ja-JP
Aktion,"作用, 行動, キャンペイン, アクティウム, キャンペーン",,de-DE,ja-JP
nämlich,"すなわち, おんなじ, 詰(ま)り, 詰(ま)り, 同じ, 取(り)も直さず, なのです",,de-DE,ja-JP
Staat,"ステート, 世, 邦家, 国家, 社しょく, 天下, 邦国, 国",,de-DE,ja-JP
1990,千九百九十,,de-DE,ja-JP
verkauft,販売済(み),,de-DE,ja-JP
Digitalisierung,"デジタル化, 電子化, 数値化, データ化, デジタライゼーション, デジタリゼーション, デジタイゼーション",,de-DE,ja-JP
Vertreter,"提唱者, 千三つ屋, 代任, 代理人, 代理人, 総名代, アンバサダー, 注文取(り), 差配人, 勧誘員, 代理者, 代行, 代表者, 目代, 地方回りのセールスマン, 代表人, 唱道者, 注文聞(き), 御用聞(き), 代表, 代議員, 代行者, 販売人, 総代, 代(わ)り, 代表格, 代表元, 販売代理, プロキシ, プロキシー, プロクシー, 販売外交員, サブスティテュート, 訪問販売員",,de-DE,ja-JP
Essen,"はみ物, し, フーズ, エッセン, エッセン, 御膳, 頂戴, 食事, ダイニング, 食(べ)物, 御飯, 食(い)物, 参り, 食(い), エッセン, 食, 食物, 打飯, 打飯, 膳部, フード, 喫食, 摂食, ちゃぶ",,de-DE,ja-JP
Oder,"オーデル, オーデル川",,de-DE,ja-JP
E-Mail,"電子郵便, メイル, メール, eメール, 電子メール, 電子メイル, メル, エレクトロニック・メール",,de-DE,ja-JP
Augen,目元,,de-DE,ja-JP
22,二十二,,de-DE,ja-JP
Anwendung,"アプリケーション･ソフトウエア, 適用, アプリケーション, アプリケーション, 行使, 使用, 受用, 充当, 応用, アプリケーション･プログラム, アプリ, 使(い)方, 効用, 使(い)様, 活用, 運用, アプライ",,de-DE,ja-JP
fallen,"下る, 転げる, 垂れる, ずり落ちる, 脱げる, 戦死する, 倒れる, 落下する, 戦場の露と消える, 下りる, 割る, 転ける, 墜, 陥落する, 転落する, 転倒する, 転がる, 死ぬ, 落ちる, 下押す, 下落する, 瓦解する, 減少する, 果てる, 転ぶ, 下(が)る, 落っこちる, 低下する, 戦没する, まろぶ, ぶっ倒れる, 低落する, 減る, 帰らぬ人となる, 桜散る",,de-DE,ja-JP
vermutlich,"あるいは, あるいは, 察するところ, 先ずは, 大方, 多分, 仮想の, でしょう, あるは, けだし, 想像の, 推定的, …らしい, 有りそうな, 恐らく",,de-DE,ja-JP
Neue,新,,de-DE,ja-JP
Institut,"インスティチュート, 学問所, インスティテュート, 研究室, 研究所",,de-DE,ja-JP
Generation,"一代, 年層, 世, 一世, 世, ゼネレーション, コホート, コーホート, 代, 世代, 年頃, 年齢層, 年代, ジェネレーション",,de-DE,ja-JP
verwenden,"充てる, 採用する, 用いる, 散財する, 掛ける, 使う, 使用する, 働かす, 利用する, 当てはめる",,de-DE,ja-JP
Bruder,"仲間, ブラザー, 背",,de-DE,ja-JP
Pflege,"おとぎ, 養護, 保護, 療養, ケア, ケア, サービス, 補導, ケアー, ケアー, 手入(れ), かん養, 付(き)添(い), サーヴィス, 養育, 世話, 介護, 管理, 保育, きく育",,de-DE,ja-JP
Umwelt,"境遇, 周囲の世界, 側辺(り), 環境, 周囲, 環世界, 環境世界",,de-DE,ja-JP
Verkehr,"挨拶, インター･コース, 交じらい, 行(き)交(い), 付(き)合(い), 交際, 行(き)来, 交, 来往, 人使(い), 交通, トラフィック, 通行, 行(き)来, 往還, 往来, 通行量, お付(き)合い, 人通(り), そ来",,de-DE,ja-JP
Gründung,"創業, 発足, 創立, 扶植, 誕生, 発足, 樹立, 創設, 設定, 開設, 草創, 設置, 開基, 開びゃく, 創建, 確立, 創始, 設立",,de-DE,ja-JP
Straßen,"街々, 市街",,de-DE,ja-JP
Wirkung,"影響, 有効, 映(り), 信験, 利き, 結果, 役, くぎごたえ, 効験, 効能, 効, 働(き), 感応, 感応, 作用, 迫力, エフェクト, 印, 反応, 実効, 応え, 験, 奏功, 益, 威力, 機能, 手応(え), 詮, 効果, 効用, 験, 効力, 奏効, 効(き)目, かい, イフェクト, 功効, 作用量",,de-DE,ja-JP
täglich,"日に日に, 日毎に, 毎日の, 毎日毎日, 日を追って, 日頃, 日周, 通いの, 日々の, 毎日, 日一日と, 日刊の, 連日, 日常的, 日を追うごとに",,de-DE,ja-JP
Bewohner,"住民, 収容者, 住居人, 居住者, 生息動物, 住人, 在住者",,de-DE,ja-JP
verstehen,"把捉する, 読みこなす, 会得する, 認識する, 解する, 分(か)る, 心得る, 解す, 合点する, 了解する, 理会する, うかがい知る, 心を通わす, 捕捉する, 了知する, 理解する, 飲(み)込む, 覚える, 納得する, 目が明く, 悟る, 酌む, 取る, 意味を取る, 会す, 把握する, 合点がいく, 読(み)切る, 解す, 受(け)取る, つかむ, 自得する, 人の心を汲む, 解釈する, 了する, 諒とする, 知る, つかみ取る, ふに落ちる, 意を得る",,de-DE,ja-JP
Dank,"挨拶, 礼, 謝恩, 感謝, サンクス",,de-DE,ja-JP
verpflichtet,義務を負った,,de-DE,ja-JP
Modell,"ファッション･モデル, かがみ, 下敷(き), 式, 作例, 型式, 型, ひな型, ディザイン, 宝鑑, 型, マヌカン, 儀刑, 原型, 範, レプリカ, 型式, 典型, デザイン, 模型, モデル, モデル, モデル, モデル, モデル, モデル, モデル, マネキン, 機種, 鏡鑑, デルモ, マケット",,de-DE,ja-JP
Bühne,"壇, 演劇場, 舞台, 屋台, ステージ, 板, け場",,de-DE,ja-JP
Interview,"応接, 面接, インタヴュー, 面接法, 試問, 会見, インタビュー, 取材, 会談",,de-DE,ja-JP
Wunsch,"希求, 意, 願望, 念, 所願, 乞(い), 志願, 胸中, 志, 願い事, 欲, リクエスト, 注文, お好み, 意欲, 願, 希望, 所望, 渇望, 欲求, 欲念, 願(い), 望(み), 志望, お願い, 願望, 欲心, 要望, 旨, 思い, 庶幾, 仰(せ), 求願, 願求, 心志, リク, ウイッシュ, ウィッシュ",,de-DE,ja-JP
Lernen,"手習(い), 勉学, 学習, 学習, 学習, 学習, 修学, 習得, 学びの道, 伝習, 学修, 学問, 習い, 学(び), 勉強, 覚悟, 業, 学, ラーニング",,de-DE,ja-JP
Fahrer,"お乗りの方, ドライバー, ショーファー, ライダー, 運転者, ドライバ, 運ちゃん, 運転士, 運転手, 乗(り), 乗(り)",,de-DE,ja-JP
Kooperation,"共助, 協同, 一致協力, 協賛, 協力, 協業, 協調, 協, 協働, タイ･アップ, 一致団結, 提携, 連携, 合作, 協同動作, 共同, 一致, 握手, 共作",,de-DE,ja-JP
Gegensatz,"裏腹, {太刀}打ち, 対立, 対照, 背ち, 相反, 裏うえ, 反対, 対比, コントラスト, 対置, 対句法",,de-DE,ja-JP
Menge,"クァンタム, ボリュウム, 充満, ボリューム, 額, クォンティティー, 群, 高, 数量, 有衆, 量, 集合, かさ, 分量, 群衆, クォンタム, ロット, 豊富, 湧出量, 群(れ), 石高, 衆, ボリウム, クオンティティー, バルク, クオンタム",,de-DE,ja-JP
Punkten,"スコアリング, 得点, ゲット, 得点稼ぎ, 点数稼(ぎ), 星稼ぎ",,de-DE,ja-JP
übertragen,"感染する, 移行する, 直す, 譲(り)渡す, 進達する, 委譲する, 転じて, 転移する, 繰(り)入れる, 伝動する, 送話する, 繰(り)越す, 媒介する, 送信する, 送波する, 渡す, 負託する, 上げる, 上げる, 伝導する, 譲る, 引(き)渡す, 譲与する, 比喩的に, 中つぎをする, 転記する, 転義する, 転義の, 譲渡する, 伝送する, 持(ち)越す, リレーする, 実況する, 繰(り)上(が)る, 移し替える",,de-DE,ja-JP
wahrscheinlich,"あるいは, あるいは, あろう, 事に依ったら, 蓋然的, 先ずは, 大方, 多分, …であろう, でしょう, 確(か), 大抵, 濃い, 疑うらくは, あるは, 有りそう, 大概, ことによると, けだし, 濃いい, …らしい, 本当らしい, 有りそうな, 恐らく, …だろう, 思うに, 濃ゆい",,de-DE,ja-JP
gemäß,"因る, 通り, 因って",,de-DE,ja-JP
Stunde,"アワー, 時分, 時間, 時限, 時, 校時, …限",,de-DE,ja-JP
eben,"平たんな, たんたん, 平たい, 平面的な, 平面の, 平べったい, フラット, つい, 平らか, 平板の, 正に, たんたんとした, 丁度, 平らな, 平面的, たんたんたる, 高低のない, でこぼこのない, プレーン, 平ったい, 丁度今",,de-DE,ja-JP
zunehmend,"むくむく, ぐんぐん, むくむくした, インクリメンタル, うたた",,de-DE,ja-JP
Anbieter,"売(り)手, 出し手, 提供者, 提供元",,de-DE,ja-JP
erhöht,小高い,,de-DE,ja-JP
Einführung,"序文, ガイダンス, 誘導, 導入部, 移入, 便覧, 緒言, 手ほどき, 端書(き), 入門, 手引(き)書, 入門書, 便覧, 通論, 留置, 階てい, 緒論, 導入, イントロダクション, 序説, 解説, 概論, 緒論, 緒言, 序論, まくらことば, 紹介, 手引(き), 手引(き), 前置(き), 巻頭の辞, 渡来, ガイド, 前説, 前説明",,de-DE,ja-JP
1999,千九百九十九,,de-DE,ja-JP
Wettbewerb,"エベント, 手合(い), 競争, 腕比(べ), イベント, 闘技, 争(い), コンペティッション, コンペティション, コンテスト, 競技, 争奪戦, 競演, きっ抗, 種目, 戦(い), 競作, 争奪, コンクール, コンペ, …コン",,de-DE,ja-JP
Reise,"行, 行, ジャーニー, 行程, 遠出, 旅, 旅路, 渡航, 道中, 行(き), 行(き), トラヴェル, トラベル, 道, 旅行, トリップ, 遊歴, 途, 行旅, 行き, 行き, 歴遊, き旅",,de-DE,ja-JP
stärker,より,,de-DE,ja-JP
Satz,"センテンス, 楽章, ゲーム, レート, ムーブメント, 一そろい, 版組み, 命題, 組(み)版, 組(み), 組(み), 句, 跳躍, 章句, 文, 残さ, 率, セット, セット, 文, 文章, そろい, ちょう, ちょう, じょう, じょう, 沈殿物, 回分, 回分, 沈降物",,de-DE,ja-JP
unabhängig,"主体的, 自主の, 自主的な, 独立した, 局外中立の, フリーな, 一人前の, 自主的に, 自律的な, 自由な, 単独の, 独力の, 没交渉の, 一本立ちの, 自主的, 無所属の, 自由に, 独立して, 主体的な, かかわらず, 独立の, 独力で, 自立的, 自律的",,de-DE,ja-JP
Kontrolle,"統制, 押(さ)え, 管轄, 所管, 抑制, 防除, 制御, 取(り)締(ま)り, 規律, 轄, 手綱, マネージ, 抑制力, 吟味, 管領, 所轄, 監視, 横目, 支配, コントロール, 視察, 管制, 検, 左右, 制止, 支配権, 統御, 監理, 整備, 検問, 制圧, 検見, 締(ま)り, 監督, チェック, 収拾, 管理, 牛耳, 支配力, 控制, …コン, 見かじめ, モニタリング, 臨監, ポリシング",,de-DE,ja-JP
Schwerpunkt,"重心, 重心, キー･ノート, 重点, 質量中心",,de-DE,ja-JP
benötigen,"要る, 要する, 需, 好む",,de-DE,ja-JP
Robert,"ロバート, ロベルト, ローベルト, ロベール",,de-DE,ja-JP
schützen,"覆う, 防衛する, 擁護する, 護持する, 保護する, 抱く, 安全化する, 愛護する, 防あつする, 防護する",,de-DE,ja-JP
voll,"円い, 満々たる, 豊満な, こってり, フル･ボディー, …ずくめ, 一杯な, 満々, ぎっちり, ふっくり, たっぷり, ふっくらとした, 全幅の, べろべろ, べろべろ, 丸…, ぎっしり, 一杯, 一杯, 一杯の, 満ち満ちて, 満々の, きっしり, ふっくら, ぎっしりと, 満員の, 飽和状態の, ごってり, …尽(く)め, ぽんぽこ, ぽんぽこ",,de-DE,ja-JP
Bezeichnung,"名称, 称呼, 呼称, 名目, 名, 名目, 呼び方, 名題, 呼(び)声",,de-DE,ja-JP
300,三百,,de-DE,ja-JP
Text,"本文, 歌詞, 台辞, 条文, 原文, 本文, リリック, リリック, 校本, 四句, 台詞, 文, 文, 文章, テクスト, 〈台詞〉, テキスト",,de-DE,ja-JP
Luft,"空中, ブレッス, 中空, 大気, ブレス, 虚空, エア, 空気, エアー, 空, 空, エヤー, エヤ",,de-DE,ja-JP
Wald,"森, 林間, 林, 森林, 山, 樹林, 高木林, きょう木林",,de-DE,ja-JP
begonnen,仕掛けの,,de-DE,ja-JP
durchaus,"皆目, てんで, 断じて, いやしくも, 根っから, あくまで, 断然, 奇麗に, がらり, まるで, 飽くまでも, 根から",,de-DE,ja-JP
manchmal,"時に, 折々, 時として, 間々, たま, 折節, 往々, 往々にして, 時々, ちょこちょこ, ある場合には, 時には, たまに, どうかすると",,de-DE,ja-JP
Italien,"い, イタリア, イタリー",,de-DE,ja-JP
Teilen,"お福分け, 割(り), おすそわけ, 裾分け, 割(り)算, 割, 分断, 割愛, シェアリング, 分(け)取(り), シェア",,de-DE,ja-JP
Netz,"レチクル座, 網地, 網細工, 網, メッシュ, 網袋, ネット, ネット, ネット, ネット, 小網座, 細網",,de-DE,ja-JP
zugleich,"共に, 同時に, 一度に",,de-DE,ja-JP
bestätigt,確認済(み),,de-DE,ja-JP
Ausgabe,"出力, バージョン, 号, 号, 読(み)出し, 交付, 版, 入(り)前, 支出, 物入り, アウト･プット, エディション, 募集, 費目, 発券, 入(り), 下付, 発行, ナンバー, 出力結果",,de-DE,ja-JP
Gelände,"地形, 構内, 敷地, テレイン",,de-DE,ja-JP
York,ヨーク,,de-DE,ja-JP
Fenster,"ウィンドウ, ウィンドウ, ウインドー, ウインドー, ゲート, ウィンドー, ウィンドー, ウインドウ, ウインドウ, 窓, 窓, ウインド, ウインド, ウィンド, ウィンド",,de-DE,ja-JP
zählen,"数える, カウントをとる, 算を置く, 勘定する, 物を言う, カウントする, 頭数を数える, 計算する, 計数する, 読む, 数を数える, 頭数を読む, 計量する",,de-DE,ja-JP
zuständig,"所管の, 当該の, 所轄の",,de-DE,ja-JP
verändert,変わった,,de-DE,ja-JP
erleben,"接する, なめる, 見聞きする, 遭遇する, 体験する, 経験する, 味(わ)う, 見聞する",,de-DE,ja-JP
Bahnhof,"ステーション, 駅頭, 停車場, 停車場, 駅",,de-DE,ja-JP
Lehre,"学説, 修業, 教義, 垂示, 修業, テンプレート, 垂示, 義, 教(え), 奉公, 説, のり, 訓戒, 教訓, 年季, 年季奉公, 教旨, ドクトリン, 教説",,de-DE,ja-JP
Freunde,"同朋, 仲間内, 倫, 一類",,de-DE,ja-JP
stattfinden,"開催される, 有る, 有る, 起(こ)る, あります",,de-DE,ja-JP
Frühjahr,"春, スプリング, 青春, プランタン, 春季, 初春",,de-DE,ja-JP
Karl,カール,,de-DE,ja-JP
mehrfach,"倍の, 数倍, 多発性, 数倍の, マルチプル, 何倍も, 幾度か, 幾度か, 何重にも",,de-DE,ja-JP
Angriff,"風当(た)り, 侵略, 攻め, アタック, 出足, 撃, 掛((か)り), チャージ, 来襲, ばく論, 凸, 攻撃, 攻撃, 攻撃, 攻戦, ダッシュ, 進攻, 進撃, 論難, オフェンス, ダッシ, 攻勢, 加害, 火の手, 襲来, フォーワード, 襲撃, ばく撃, フォワード, 斬(り)込み, はく撃",,de-DE,ja-JP
treten,"踏む, キックする, 蹴る, 足蹴にする",,de-DE,ja-JP
Jugend,"ジュニア, 若い衆, ユース, 春, 青少年, アドレッセンス, 若衆, 後生, 若齢, 青春時代, 少年時代, 若衆, アドレセンス, 少年, 弱小, 弱年, 若い者, 若者, 年弱, 年少者, 子弟, 青年, 若さ, 早年, ヤング, ユーゲント",,de-DE,ja-JP
